,endTime,artistName,trackName,msPlayed,danceability,valenceScore,artistGenres,minutesPlayed
667,2022-12-02 19:02,Hamdi,Trumpet (salute remix),240000,0.649,0.526,"['electronic', 'UK Garage']",4.0
668,2022-12-02 19:07,Boddika,Mercy - Boddikas VIP,4069,0.795,0.0438,"['future garage', 'uk bass']",0.06781666666666666
669,2022-12-02 19:09,Lxury,Do This Forever,115799,0.689,0.154,['uk house'],1.9299833333333334
670,2023-01-02 13:19,Lxury,Do This Forever,300000,0.689,0.154,['uk house'],5.0
671,2022-12-05 13:07,Childish Gambino,III. Urn,23210,0.59,0.399,"['atl hip hop', 'hip hop', 'rap']",0.3868333333333333
672,2022-12-05 14:44,Thundercat,Funny Thing,0,0.586,0.65,"['afrofuturism', 'indie soul']",0.0
673,2023-01-16 11:27,Thundercat,Funny Thing,116630,0.586,0.65,"['afrofuturism', 'indie soul']",1.9438333333333333
674,2022-12-07 20:28,Sweet Female Attitude,Flowers (Cutfather & Joe) - Mix,20682,0.785,0.576,"['bassline', 'uk garage']",0.3447
675,2022-12-07 21:05,Artigeardit,Vågen (Artigeardit X Lamin),74261,0.891,0.523,"['danish hip hop', 'danish pop']",1.2376833333333332
676,2022-12-07 21:21,Artigeardit,"Er Her (Artigeardit, KESI)",10368,0.589,0.711,"['danish hip hop', 'danish pop']",0.1728
677,2022-12-07 21:22,Branco,Bando Bitch,65258,0.925,0.669,"['danish hip hop', 'danish pop']",1.0876333333333332
678,2022-12-07 21:23,RH,MCQUEEN,10271,0.954,0.915,"['danish hip hop', 'danish pop']",0.17118333333333333
679,2022-12-07 21:26,Branco,SEXY BACK,18538,0.804,0.662,"['danish hip hop', 'danish pop']",0.30896666666666667
680,2022-12-07 22:04,TopGunn,LARS SEIER FREESTYLE,12550,0.673,0.753,"['danish hip hop', 'danish pop']",0.20916666666666667
681,2022-12-07 22:05,TopGunn,MOON BLUE v1,31068,0.873,0.496,"['danish hip hop', 'danish pop']",0.5178
682,2022-12-07 22:40,Cheff Records,"Sender mig til månen (feat. Kidd, TopGunn, Klumben & ELOQ)",16219,0.844,0.836,['No genre information available'],0.27031666666666665
683,2022-12-11 16:57,SZA,SOS,117773,0.507,0.506,"['pop', 'r&b', 'rap']",1.9628833333333333
684,2022-12-11 17:00,SZA,Kill Bill,153946,0.644,0.418,"['pop', 'r&b', 'rap']",2.5657666666666668
685,2022-12-13 18:50,SZA,Kill Bill,11361,0.644,0.418,"['pop', 'r&b', 'rap']",0.18935
686,2023-01-07 16:12,SZA,Kill Bill,87273,0.644,0.418,"['pop', 'r&b', 'rap']",1.45455
687,2023-01-09 18:47,SZA,Kill Bill,63587,0.644,0.418,"['pop', 'r&b', 'rap']",1.0597833333333333
688,2023-01-09 19:06,SZA,Kill Bill,11087,0.644,0.418,"['pop', 'r&b', 'rap']",0.18478333333333333
689,2022-12-11 17:03,SZA,Seek & Destroy,203733,0.651,0.345,"['pop', 'r&b', 'rap']",3.39555
690,2023-01-07 16:13,SZA,Seek & Destroy,45785,0.651,0.345,"['pop', 'r&b', 'rap']",0.7630833333333333
691,2022-12-11 17:06,SZA,Low,181080,0.698,0.335,"['pop', 'r&b', 'rap']",3.018
692,2022-12-11 18:08,SZA,Low,355960,0.698,0.335,"['pop', 'r&b', 'rap']",5.932666666666667
693,2022-12-11 19:52,SZA,Low,181080,0.698,0.335,"['pop', 'r&b', 'rap']",3.018
694,2022-12-12 18:03,SZA,Low,181080,0.698,0.335,"['pop', 'r&b', 'rap']",3.018
695,2022-12-13 18:39,SZA,Low,107347,0.698,0.335,"['pop', 'r&b', 'rap']",1.7891166666666667
696,2022-12-15 11:55,SZA,Low,181080,0.698,0.335,"['pop', 'r&b', 'rap']",3.018
697,2022-12-27 10:28,SZA,Low,181080,0.698,0.335,"['pop', 'r&b', 'rap']",3.018
698,2023-01-05 15:15,SZA,Low,181080,0.698,0.335,"['pop', 'r&b', 'rap']",3.018
699,2023-01-07 13:48,SZA,Low,39381,0.698,0.335,"['pop', 'r&b', 'rap']",0.65635
700,2022-12-11 17:09,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
701,2022-12-11 18:11,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
702,2022-12-11 19:55,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
703,2022-12-12 20:05,SZA,Love Language,110412,0.707,0.545,"['pop', 'r&b', 'rap']",1.8402
704,2022-12-13 18:49,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
705,2022-12-15 12:01,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
706,2022-12-27 10:34,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
707,2023-01-05 15:38,SZA,Love Language,143895,0.707,0.545,"['pop', 'r&b', 'rap']",2.39825
708,2023-01-09 18:45,SZA,Love Language,23289,0.707,0.545,"['pop', 'r&b', 'rap']",0.38815
709,2023-03-10 18:56,SZA,Love Language,183893,0.707,0.545,"['pop', 'r&b', 'rap']",3.0648833333333334
710,2022-12-11 17:11,SZA,Blind,104942,0.461,0.599,"['pop', 'r&b', 'rap']",1.7490333333333334
711,2022-12-11 18:14,SZA,Blind,150720,0.461,0.599,"['pop', 'r&b', 'rap']",2.512
712,2022-12-11 17:14,SZA,Used (feat. Don Toliver),146950,0.734,0.705,"['pop', 'r&b', 'rap']",2.4491666666666667
713,2022-12-11 18:17,SZA,Used (feat. Don Toliver),146950,0.734,0.705,"['pop', 'r&b', 'rap']",2.4491666666666667
714,2022-12-11 20:05,SZA,Used (feat. Don Toliver),145887,0.734,0.705,"['pop', 'r&b', 'rap']",2.43145
715,2022-12-15 12:04,SZA,Used (feat. Don Toliver),146950,0.734,0.705,"['pop', 'r&b', 'rap']",2.4491666666666667
716,2022-12-27 10:37,SZA,Used (feat. Don Toliver),146951,0.734,0.705,"['pop', 'r&b', 'rap']",2.4491833333333335
717,2023-01-07 13:51,SZA,Used (feat. Don Toliver),146950,0.734,0.705,"['pop', 'r&b', 'rap']",2.4491666666666667
718,2022-12-11 17:15,SZA,Snooze,99726,0.559,0.392,"['pop', 'r&b', 'rap']",1.6621
719,2022-12-11 18:21,SZA,Snooze,201800,0.559,0.392,"['pop', 'r&b', 'rap']",3.3633333333333333
720,2022-12-11 17:18,SZA,Notice Me,160920,0.724,0.777,"['pop', 'r&b', 'rap']",2.682
